question,intent, intent
តើ អាច មាន ប្រទេស ហ្សកហ្ស៊ី/B-GPE អាឡឺម៉ង់/I-GPE ដែល ឬ ទេ ?,IsCountryExist,
តើ មាន ប្រទេស ម៉ុងតេណេហ្គ្រោ/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
នៅ ជាន់/B-FLOOR លើ/I-FLOOR បង្គន់ អណាម័យ នៅ ឯ ណា ?,FindToilet,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទំនាក់ទំនង របស់ លោក នាយក បាន ទេ ?,AskAboutStaffPhoneNumber,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ២/I-FLOOR មាន បង្គន់ អណាម័យ ឬ អត់ ?,DoesToiletExist,
តើ មាន ក្រុម ហ៊ុន អ្វី នៅ នឹង អគារ នេះ ?,, Ask For Company In The Innovation Center
តើ បន្ទប់/B-ROOM ៣០២/I-ROOM នៅ ទី កន្លែង ណា បាន ទេ ?,FindRoom,
នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR កន្លែង ដោះ ទុក សត្វ នៅ កន្លែង ណា ?,FindToilet,
តើ មាន កម្ម វិធី សិក្សា ស្អី គេ ខ្លះ នៅ ខាង ទូរគមនាគមន៍ ?,CuriculumInEachMajor,
តើ មាន ក្រុម/B-ORG ហ៊ុន/I-ORG Book/I-ORG Me/I-ORG Bus/I-ORG ក្នុង នេះ ទេ ?,, Is Company Exist
តើ បន្ទប់ របស់ លោក គ្រូលីហៀក/B-PER នៅ ទី កន្លែង ណា ?,FindRoom,
តើ ពិត ជា មាន ប្រទេស ម៉ូរីស/B-GPE មែន ឬ អត់ ?,IsCountryExist,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ពហុ/I-ORG បច្ចេកទេស/I-ORG ព្រះ/I-ORG កុសុមៈ/I-ORG ជា របស់ រដ្ន មែន ឬ ទេ ? , Ask About Institution,
តើ វិទ្យា/B-ORG ស្ថាន/I-ORG ជាតិ/I-ORG អប់រំ/I-ORG ជំនាន់ នីមួយ ៗ មាន ប៉ុន្មាន ជំនាញ ? , Ask About Major,
មាន បង្គន់ នោម អត់ នៅ ជាន់/B-FLOOR ផ្ទាល់/I-FLOOR ដី/I-FLOOR ?,DoesToiletExist,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR មាន កន្លែង បត់ ជើង ឬ អត់ ?,DoesToiletExist,
តើ មាន ស្ថាប័ន/B-ORG Book/I-ORG MeBus/I-ORG នៅ ខាង ក្នុង ទី នេះ ដែល ទេ ?,, Is Company Exist
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ក្រុម បង ដារ៉ា/B-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ មាន ប្រទេស គុយវ៉ែត/B-GPE ឬ អត់ ?,IsCountryExist,
ពេល ដែល រៀន ទូរគមនាគមន៍ និង បណ្តាញ នឹង ហើយ និស្សិត អាច មាន សមត្ថ ភាព បែប ណា ខ្លះ ?,AskAboutClassSubject,
តើ មាន ហេតុ ការណ៍ សម្រាប់ បុគ្គលិក អ្វី នៅ ឯ សុីអេ/B-ORG ដីធី/I-ORG ?,AskAboutTrendingNews,
តើ ទី តាំង បន្ទប់ របស់ បង សិទ្ធ/B-PER មួយណា ?,AskAboutStaffRoom,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទូរសព្ទ របស់ លោក នាយក រង បន្តិច បាន ដែល ឬ ទេ ?,AskAboutStaffPhoneNumber,
Robot ប្រាប់ បាន ទេ ថា បន្ទប់ ប្រជុំ ទាក់ ទង នឹង ការងារ/B-ANN ស្ម័គ្រ/I-ANN ចិត្ត/I-ANN នៅ ឯ ណា?,FindMeetingRoom,
តើ រ៉ូបូត ឯង បង្កើត ដោយ ឈុនហៀក/B-PER មែន ទេ ? , Ask About Creator,
តើ មាន វីធីណា ដែល អាច នាំ ខ្ញុំ ទៅ រក បន្ទប់/B-ROOM ២០២/I-ROOM បាន ដែល ទេ ?,FindRoom,
តើ មាន ព័ត៌មាន សម្រាប់ អ្នក ទស្សនៈ កិច្ច អ្វី នៅ ឯ NIPTICT/B-ORG ?,AskAboutTrendingNews,
តើ មាន កម្ម វិធី សិក្សា ម៉េច ខ្លះ ខាង Information/B-MAJOR Technology/I-MAJOR ?,CuriculumInEachMajor,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី ទី តាំង បន្ទប់ របស់ លោក គ្រូ ផានិត/B-PER នៅ កន្លែង ណា ?,FindRoom,
តើ មាន កម្ម វិធី សិក្សា ដូច មេ្តច ខ្លះ នៅ ខាង អុីខមមើស ?,CuriculumInEachMajor,
តើ មាន កម្ម វិធី សិក្សា ម៉េច ខ្លះ នៅ ខាង ជំនាញ e -commerce ពាណិជ្ជ កម្ម អេឡិចត្រូនិច ?,CuriculumInEachMajor,
តើ មាន ប្រទេស ហ្វីជី/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ មាន ធុរ/B-ORG កិច្ច/I-ORG អ្វី នៅ ខាង ក្នុង អគារ នេះ ?,, Ask For Start Up In The Innovation Center
តើ កុំព្យូទ័រ/B-MAJOR សាយអេន/I-MAJOR មាន រៀនស្អី ខ្លះ ហា?,CuriculumInEachMajor,
តើ មាន ក្រុម/B-ORG ហ៊ុន/I-ORG Book/I-ORG Me/I-ORG Bus/I-ORG នៅ ខាង ក្នុង ទី នេះ ទេ ?,, Is Company Exist
Robot អត់ បាន ការ ម៉ែន,Dissatisfied,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ បង ដារ៉ា/B-PER មែន ឫ ទេ ? , Ask About Creator,
តើ ផ្នែក អភិវឌ្ឍន៍ កម្ម វិធី ធ្វើ ការ នៅ បន្ទប់ ណា ?,AskAboutStaffRoom,
មនុស្ស យន្ត សួម ជួយ ប្រាប់ បន្ទិច បាន ទេ ថា កន្លែង ប្រជុំ ទាក់ ទង នឹង អាហារូបករណ៍/B-ANN ទៅ/I-ANN បារាំង/I-ANN នៅ កន្លែង ណា ?,FindMeetingRoom,
តើ ពិត ជា មាន ប្រទេស ម៉ូរីតានី/B-GPE ឬ អត់ ?,IsCountryExist,
តើ មាន រឿង ថ្មី អត់ កន្លែង នឹង ?,AskAboutTrendingNews,
តើ មាន ហេតុ ការណ៍ ប្លែក ៗ អ្វី នេះ ?,AskAboutTrendingNews,
តើ អាច មាន ប្រទេស ហ្គីណេ/B-GPE ប៊ីស សូមែន ឬ អត់ ?,IsCountryExist,
តើ អាច មាន ប្រទេស ប៉េរូ/B-GPE ហ្វីលីពីន/I-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ បណ្ឌិត្យ/B-ORG សភា/I-ORG បច្ចេកវិទ្យា/I-ORG ឌីជីថល/I-ORG កម្ពុជា/I-ORG មាន កន្លែង ណា សំរាប់ លេង ទេ ? , Ask About Playground,
តើ មាន ប្រទេស នេប៉ាល់/B-GPE មែន ឬ ទេ ?,IsCountryExist,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR ទី/I-FLOOR ១/I-FLOOR មាន កន្លែង បន្ទោរ បង់ ឬ ទេ ?,DoesToiletExist,
នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR កន្លែង បន្ទោរ បង់ នៅ ទី ណា ?,FindToilet,
តើ មាន ក្រុម ហ៊ុន ណា ខ្លះ នៅ ខាង ក្នុង កន្លែង នេះ ?,, Ask For Company In The Innovation Center
មាន កន្លែង ជុះ ឬ ទេ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR ?,DoesToiletExist,
តើ ទី តាំង បន្ទប់ របស់ បង ផានិត/B-PER នៅ អាគារ មួយ ណា ?,AskAboutStaffRoom,
ណា បន្ទប់ ធ្វើ កិច្ច ប្រជុំ ជាមួយ ស្ថាន/B-ORG ទូត/I-ORG អាមេរិក/I-ORG ?,FindMeetingRoom,
សហគ្រិន ភាព រៀន អំពី អ្វី ទៅ ?,AskAboutClassSubject,
តើ មាន ធុរ/B-ORG កិច្ច/I-ORG អ្វី នៅ ក្នុង អគារ នេះ ?,, Ask For Start Up In The Innovation Center
តើ មាន ប្រទេស អ៊ុយរូហ្គាយ/B-GPE ឬ ទេ ?,IsCountryExist,
តើ លេខ ទំនាក់ទំនង របស់ បង ផានិត/B-PER លេខ ប៉ុន្មាន ដែល ?,AskAboutStaffPhoneNumber,
តើ Telecoms មាន កម្ម វិធី រៀន អី ខ្លះ ?,CuriculumInEachMajor,
តើ Information/B-MAJOR Technology/I-MAJOR មាន កម្ម វិធី សិក្សា អ្វី ខ្លះ ?,CuriculumInEachMajor,
កន្លែង បត់ ជើង នៅ ឯ ណា?,FindToilet,
មាន កន្លែង នោម ឬ អត់ នៅ សាលា នឹង ?,DoesToiletExist,
តើ ពត៌មាន/B-MAJOR វិទ្យា/I-MAJOR មាន រៀន អី ខ្លះ ?,CuriculumInEachMajor,
តើ មាន កម្ម វិធី រៀន អី ខ្លះ នៅ ក្នុង ជំនាញ/B-MAJOR អុីខមមើស/I-MAJOR ?,CuriculumInEachMajor,
នៅ នឹង មាន Research អ្វី ខ្លះ ? ,AskAboutResearch,
តើ ពិត ជា មាន ប្រទេស ជប៉ុន/B-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ អ្នក អាច ប្រាប់ ខ្ញុំ ពី កន្លែង របស់ បន្ទប់ របស់ លោក គ្រូ នាយក សុខា/B-PER នៅ ទី កន្លែង ណា បាន ទេ ?,FindRoom,
តើ អាច មាន ប្រទេស ទ្រីនីដាដតូបាហ្គោ/B-GPE ឬ ទេ ?,IsCountryExist,
តើ ប្រទេស អេស្តូនី/B-GPE មាន ទំហំ ដី ប៉ុន្មាន ?,AskAboutCountries,
តើ មាន ប្រទេស ហ្គីបរ៉ាល់តា/B-GPE ឬ អត់ ?,IsCountryExist,
តើ មាន ព័ត៌មាន សម្រាប់ បុគ្គលិក ថ្មី អ្វី ខ្លះ នៅ នេះ ?,AskAboutTrendingNews,
តើ អាច មាន ប្រទេស អាហ្វ្រិក/B-GPE ខាង/I-GPE ត្បូង/I-GPE មែន ឬ ទេ ?,IsCountryExist,
តើ អាច ប្រាប់ ខ្ញុំ ពី លេខ ទូរសព្ទ របស់ លោក គ្រូសុធារ៉ា/B-PER បន្តិច បាន ដែល ទេ ?,AskAboutStaffPhoneNumber,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ បង យ៉ា/B-PER ពិត ប្រាកដ ឬ ទេ ? , Ask About Creator,
នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR កន្លែង បត់ ជើង នៅ កន្លែង ណា ?,FindToilet,
តើ ប្រទេស នីការ៉ាហ្គា/B-GPE មាន មែន ឬ ទេ ?,IsCountryExist,
តើ នៅ វិទ្យា/B-ORG ស្ថាន/I-ORG អភិបាល/I-ORG កិច្ជ/I-ORG ឌីជីថល/I-ORG មាន កន្លែង ណា លេង ទេ ? , Ask About Playground,
តើ បន្ទប់ របស់ ផ្នែក ទី ផ្សារ នៅ អាគារ ណា ដែល ?,AskAboutStaffRoom,
មាន កន្លែង ជុះ ទេ ?,DoesToiletExist,
តើ ខ្ញុំ អាច រក បន្ទប់/B-ROOM ធីអេសសុី/I-ROOM ដោយ វីធីណា បាន ?,FindRoom,
ប្រាប់ ខ្ញុំ ទី តាំង របស់ បន្ទប់ ធ្វើ កិច្ច ប្រជុំ មក មនុស្ស យន្ត,FindMeetingRoom,
តើ មាន ប្រទេស ស្រីលង្កា/B-GPE ដែល ឬ ទេ ?,IsCountryExist,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR មាន កន្លែង បត់ ជើង ឬ ទេ ?,DoesToiletExist,
សុំ សួរ មួយ មនុស្ស យន្ត តើ នៅ ជាន់/B-FLOOR ក្រោម/I-FLOOR មាន បង្គន់ បត់ ជើង ឬ អត់ ?,DoesToiletExist,
មាន កន្លែង ដោះ ទុក សត្វ ឬ អត់ នៅ សាលា នឹង ?,DoesToiletExist,
តើ អ្នក អាច សប្បាយ ចិត្ត ទេ ? , Ask Robot Function,
រ៉ូបូត ជួយ ប្រាប់ បន្តិច បាន ទេ ថា ឯង ត្រូវ បាន បង្កើត ដោយ ក្រុម បង ឈុន ហៀន ពិត ប្រាកដ ទេ ? , Ask About Creator,
តើ មាន ប្រទេស ស៊ូដង់/B-GPE ដែល ឬ អត់ ?,IsCountryExist,
តើ អ្នក ពិត ជា ត្រូវ បាន បង្កើត ដោយ បូរី/B-PER ពិត ប្រាកដ ឬ អត់ ? , Ask About Creator,
តើ មាន ព័ត៌មាន សម្រាប់ អ្នក មក មើល អត់ ទី នេះ ?,AskAboutTrendingNews,
តើ ប្រទេស ស្លូវ៉ា គី មាន ឬ អត់ ?,IsCountryExist,
តើ បន្ទប់ របស់ លោក/B-PER អាឡិច/I-PER នៅ កន្លែង ណា ?,FindEmployeeRoom,
តើ មាន ធុរ កិច្ច Cam/B-ORG Mob/I-ORG នៅ ខាង ក្នុង អាគារនវានុវត្តន៍ ទេ ?,, IsStart Up Exist
តើ មាន រឿង រំភើប អ្វី ខ្លះ បណ្ឌិត្យ/B-ORG សភា/I-ORG បច្ចេកវិទ្យា/I-ORG ឌីជីថល/I-ORG កម្ពុជា/I-ORG ?,AskAboutTrendingNews,
តើ មាន ស្ថាប័ន អី នៅ ក្នុង អគារនវានុវត្តន៍/B-BUILD ?,, Ask For Company In The Innovation Center
តើ មាន រឿង រំភើប អ្វី នៅ សុីអេ/B-ORG ដីធី/I-ORG ?,AskAboutTrendingNews,
តើ មាន កម្ម វិធី សិក្សា ម៉េច ខ្លះ នៅ ខាង អាយធី/B-MAJOR ?,CuriculumInEachMajor,
រ៉ូបូត ប្រាប់ បាន ទេ ថា បន្ទប់ ប្រជុំ ការណ៍ ទាក់ ទង នឹង អាហារូបករណ៍/B-ANN ទៅ/I-ANN បារាំង/I-ANN នៅ ឯ ណា?,FindMeetingRoom,
តើ មាន រឿង សម្រាប់ បុគ្គលិក ថ្មី អត់ ក្នុង នេះ ?,AskAboutTrendingNews,
សុំ សួរ មួយ Robotតើ នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR បង្អស់/I-FLOOR មាន បង្គន់ អណាម័យ ទេ ?,DoesToiletExist,
សុំ សួរ មួយ រ៉ូបូត តើ នៅ កន្លែង នេះ មាន កន្លែង បន្ទោរ បង់ អត់ ?,DoesToiletExist,
តើ CADT/B-ORG មាន កន្លែង លេង ទេ ? , Ask About Playground,
បន្ទប់ របស់ លោក/B-PER Alexander/I-PER នៅ ជាន់/B-FLOOR លើ/I-FLOOR គេ/I-FLOOR ត្រូវ ទេ ?,FindEmployeeRoom,
